0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2.324854310108508,0.7930019263564912,-0.6366985872356881,-1.019586767114636,-1.0805152328783725,0.10758088548168811,1.5661522371068928,0.849050421719634,-0.2562231028845711,1.3403156325052015,1.1442044197224912,-0.027890632836573358,0.6120621321771135,0.2736004116137771,1.1303488971612363,0.538242044906665,1.0563488335246016,0.15360877760596603,0.0
-0.4716008123311544,-1.525453489512644,-0.48201721191956326,-0.7970589204669596,0.7559861525360358,-0.579992543524104,-0.6200048202547147,0.5268726926821885,-0.0027543397068196377,1.370742940045043,1.1707171161009549,-0.1743707752460558,1.0664414364936279,-1.753257919187216,-0.7180609892330143,-1.1478830584015642,-0.6860370314265324,-0.89325727912957,0.0
1.8970679740979082,-1.2342356232544955,2.175329492229247,0.966680308518328,-0.6353027758082128,1.0920610224672538,1.3438311804260512,0.09730238729892839,0.8498224091637988,-0.9721597405227602,1.2237425088578822,-0.7982676781012583,0.5596337509098233,0.2736004116137771,2.3901906340110104,0.57274076824801,1.7533031795050553,0.8515194820963233,0.0
-0.39238112047733964,-1.3933895734188324,-0.28370775638607,1.5518461274807365,0.4777283668671859,1.0920610224672538,0.12106536868142345,1.3093043203445554,0.0433308899618625,1.2490337098856765,1.0646663305871003,-0.8796455349954152,0.3149679716624694,0.2736004116137771,-0.31982864165864766,0.4864939598946478,0.3593944875441479,0.6421462707492159,0.0
2.419917940333086,-0.5028047033503088,1.6597249078421645,1.5106372669904258,-0.3570449901393632,1.5725810893292564,-0.5458978013611009,0.4348219129572044,-0.9244589330804616,-0.9721597405227602,0.5344124030178277,1.1367169191598048,-0.19183971392133528,1.2870295770142732,0.6533764410337588,1.1937177883922174,0.010917314553921273,1.619221257035716,0.0
-0.5191326274434434,1.4567077610843642,-0.5613409941329607,-0.4591462644464139,1.3125017238737349,-0.7909525728781539,-0.7311653485951355,-0.5163694775343005,0.5733110311517066,0.24493256107090383,-0.8707605050407453,1.650301616002928,0.699442767622597,0.6114101334139426,-0.5662455281378077,-1.1090719946425514,0.707871660534375,-0.89325727912957,0.0
-0.5032886890726803,-0.5547272686521493,-0.6010028852396593,-0.022332343249123025,-1.1918183471459123,-0.7753259040371132,-0.8052723674887492,0.41948011633637367,0.8498224091637988,1.7967252456028253,1.541894865399446,-0.8091180590204793,0.8742040385135643,0.2736004116137771,-0.5634131501323001,-1.091822632971879,-0.6860370314265324,-1.0328394200276414,0.0
-0.5112106582580619,0.3956814266554516,-0.4423553208128646,-0.3107943666812963,0.19947058119833633,-0.8222059105602354,-0.6200048202547147,1.8002418122111383,-1.131842466589531,1.735870630523142,1.4888694726425187,0.0661460017966745,-1.4675969914253952,0.6114101334139426,-0.8421191458742465,-1.1047596542248834,-1.0345142044167592,-1.0328394200276414,0.0
-0.47952278151653593,-1.5717322977164583,-0.4423553208128646,-1.1679386648797538,0.19947058119833633,-0.8417392466115362,-0.6941118391483285,-1.1914085288508522,-1.0166293924178258,-0.9721597405227602,-0.8707605050407453,-0.11650207701021087,0.5072053696425335,1.6248392988144391,-0.7667778909277447,-0.4665332724100036,-1.0345142044167592,-0.5443019268843913,0.0
-0.5191326274434434,-0.006154078724009101,-0.32336964749276864,-1.0772791718010706,-0.07878720447051343,-0.7440725663550317,-0.6200048202547147,-1.2374339187133445,-0.9014163182461206,-0.8504505103633939,-0.8522016175758208,-1.554177548806982,-1.1530267038216544,1.6248392988144391,-0.5248928092573969,-0.8934549737591461,1.4048260065148281,-0.40471978598631986,0.0
